address,balance_wei,balance_human
0x638E25137871F5Bd14D0Fc9bDaAF9d807Ea0d138,108000000000000000000,108.0
0x6840fd412F2A13B3e6B337e390b9762624D0B03d,68755000000000000000,68.755
0xeBE894814554c8382EA6a24CcDdf1527407A24f6,63415000000000000000,63.415
0xa3696Ed6d6a9643A75e0bafB05c586666706e533,50000000000000000000,50.0
0xF1602175601606E8ffEe38CE433A4DB4C6cf5d60,33288083104430563370,33.28808310443056
0x3264Fb22a50ecadc6DFd0F0e1938a0eef965C491,30000000000000000000,30.0
0xcb733F2bCDeD33Ac916B1437FdD98E2250f14f00,20663257051176117309,20.663257051176117
0x0DF53438c309ffcf1934e7E4f5Ed4094A2B4A818,19920000000000000000,19.92
0x196d82783F4d293F0bc0d9C1DFBc746736aa8E0E,10000000000000000000,10.0
0x945a766c986c3300aEdF7C5dF8Cbc4Ad81f823A0,9999999999998992499,9.999999999998993
0x1EDBddB7E4A6D3d03d9DC98CF2F100c01Df6069A,7500000000000000000,7.5
0xa4dFcDfc8A7cfe34EE155726be9b91B06F111d00,7000000000000000000,7.0
0x0044e6Bd09Cb05ae79cCaF7DB67C3dEd0f7ED6dA,5247331339432144027,5.247331339432144
0x410f4C5c8Bb8b9b90E85e8CdB7d292Cb6F8b1D59,3984000000000000000,3.984
0xFB9aBc066C18cB9D94291a165d59A44575F107D4,2000000000000000000,2.0
0x883e20746A8C56Efeefc43DFfBbBB342EfCB4405,1458781961209239754,1.4587819612092399
0x18696f23f4059f4e86A8B68A51F7Cfa525Ff390e,1000000000000000000,1.0
0x433Dd3D78427f5CD32a675dbc773bd241a103D2e,1000000000000000000,1.0
0x4f4E8a61647786AFEfcFF927AF0E22C8D7e4cDaB,958544041180000000,0.95854404118
0x50C8762F516d5040E7F7328C6a62acdF9C49c9aa,752668660567855970,0.752668660567856
0x459D4Ce00c9C90a8AC0f3Cc0eaAea87712aeFB2C,123000000000000000,0.123
0x26C0217c503C2906234Ce5cefFb06EfB8BB9AB9c,280000000,2.8e-10
0xFd4cE11db9db9433286734304049526E9336139E,52626403,5.2626403e-11
0xe614ceEb288cA31184468380E815dAD8d49885d1,3,3e-18
